namespace,key,en
ST_Armor,FelWhiteAvianCuirassDesc,"A gorgeous white cuirass belonging to an infamous traitor.

White Armor in reference to the fabled White Phoenix of Prosperity. An old fairy tale told to the children of Belwayne where a spectral Avian would herald an age of fortune to those under its guidance."
ST_Armor,BelwayneKnightHelmetDesc,"A gorgeous winged helmet worn by Belwayne's fierce defenders. Adorned in their phoenix heraldry.

Threatened by the arrival of Solomon and the Nachtstahl Steel Mills, the Alemendrals called upon their homeland's knights to protect their interests in Gildenarch. Turning the city's Gilded and Mill Wards into centers of tension between the competing powers."
ST_Armor,CrimsonDragonCommanderHelmetDesc,"A heavy helmet, sure to strain the necks of mortal man.

According to fanciful legend, the first Dragon Assassin was said to have finished a Dragon with the sheer force of his skull alone."
ST_Armor,CovenantClericHelmetDesc,"A helm forged in honor the Cleric's Covenant

This was the covenant that finally ended the long-running conflict between two schools of interpretation over the translation of a word meaning either bread or god in the Zehamaic launguage, over which much clerical ink and blood was spilt."
ST_Armor,ApostateHelmetDesc,A mournful hooded helmet worn by Nephilim Apostates.
ST_Armor,CovenantClericGauntletsDesc,"A pair of beautiful guantlets forged in honor of the Cleric's Covenant. 

This was the covenant that finally ended the long-running conflict between two schools of interpretation over the translation of a word meaning either bread or god in the Zehamaic launguage, over which much clerical ink and blood was spilt."
ST_Armor,PaganCuirassDesc,"A stout cuirass made from the melted and reforged steel of false idols.
 
A great many pagan gods were worshipped before the unifying force of the church. Many say these old gods were demons. It’s a fine line between fighting a demon and fighting like one. "
ST_Armor,PaganHelmetDesc,"A strong helmet made from the melted and reforged steel of false idols.
 
A great many pagan gods were worshipped before the unifying force of the church. Many say these old gods were demons. It’s a fine line between fighting a demon and fighting like one. "
ST_Armor,BelwayneKnightCuirassDesc,"A stunning suit of armor worn by Belwayne's fierce defenders. Adorned in their phoenix heraldry.

Threatened by the arrival of Solomon and the Nachtstahl Steel Mills, the Alemendrals called upon their homeland's knights to protect their interests in Gildenarch. Turning the city's Gilded and Mill Wards into centers of tension between the competing powers."
ST_Armor,AutumnalGauntletsDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these Autumnal Gauntlets will take you into battle. Best not to think about it too much."
ST_Armor,DominanceGauntletsDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these Dominance Gauntlets will take you into battle. Best not to think about it too much."
ST_Armor,VerdigrisGauntletsDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these Verdigris Gauntlets will take you into battle. Best not to think about it too much."
ST_Armor,AutumnalGreavesDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these beautiful Autumnal Greaves will carry you surefooted into battle. Best not to think about it too much."
ST_Armor,DominanceGreavesDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these beautiful Dominance Greaves will carry you surefooted into battle. Best not to think about it too much."
ST_Armor,VerdigrisGreavesDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these beautiful Verdigris Greaves will carry you surefooted into battle. Best not to think about it too much."
ST_Armor,RamGreavesDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these beautiful ram greaves will carry you surefooted into battle. Best not to think about it too much."
ST_Armor,RamGauntletsDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, these ram gauntlets will take you into battle. Best not to think about it too much."
ST_Armor,AutumnalCuirassDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful Autumnal Cuirass will carry you into battle. Best not to think about it too much."
ST_Armor,AutumnalHelmetDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful Autumnal Helmet will carry you into battle. Best not to ram anything with it though."
ST_Armor,DominanceCuirassDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful Dominance Cuirass will carry you into battle. Best not to think about it too much."
ST_Armor,DominanceHelmetDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful Dominance Helmet will carry you into battle. Best not to ram anything with it though."
ST_Armor,VerdigrisCuirassDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful Verdigris Cuirass will carry you into battle. Best not to think about it too much."
ST_Armor,VerdigrisHelmetDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful Verdigris Helmet will carry you into battle. Best not to ram anything with it though."
ST_Armor,RamCuirassDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful ram cuirass will carry you into battle. Best not to think about it too much."
ST_Armor,RamHelmetDesc,"A symbol of strength, speed, and yes, single-minded stubbornness in the pursuit of a goal, this beautiful ram helmet will carry you into battle. Best not to ram anything with it though."
ST_Armor,MoonlightOathCuirassDesc,"A variant of Crimson Oath Armor, bestowed upon Nephilim who take The Oath of the Moonlight.

Paladins belonging to the Oath of the Moonlight, known by the pejorative Spectres, are Nephilim who operate in foreign lands. They're the Church's agents in pagan and secular lands, often resented but tolerated, because few have the martial might to dispel them. "
ST_Armor,MoonlightOathGreavesDesc,"A variant of Crimson Oath Greaves, bestowed upon Nephilim who take The Oath of the Moonlight.

Paladins belonging to the Oath of the Moonlight, known by the pejorative Spectres, are Nephilim who operate in foreign lands. They're the Church's agents in pagan and secular lands, often resented but tolerated, because few have the martial might to dispel them. "
ST_Armor,KeepersOathCuirassDesc,"A variant of Crimson Oath armor, bestowed upon Nephilim who take The Keeper's Oath.

Knights of the Keeper's Oath are charged with the collection and safeguard of all knowledge in Velchoria, both divine and profane, by any means necessary. Whether it be gold or iron, Keepers find a way."
ST_Armor,KeepersOathGauntletsDesc,"A variant of Crimson Oath armor, bestowed upon Nephilim who take The Keeper's Oath.

Knights of the Keeper's Oath are charged with the collection and safeguard of all knowledge in Velchoria, both divine and profane, by any means necessary. Whether it be gold or iron, Keepers find a way."
ST_Armor,KeepersOathGreavesDesc,"A variant of Crimson Oath armor, bestowed upon Nephilim who take The Keeper's Oath.

Knights of the Keeper's Oath are charged with the collection and safeguard of all knowledge in Velchoria, both divine and profane, by any means necessary. Whether it be gold or iron, Keepers find a way."
ST_Armor,MidnightOathCuirassDesc,"A variant of Crimson Oath armor, bestowed upon Nephilim who take The Oath of Midnight.

Paladins of the Oath of Midnight, sometimes called Black Hoods, wander the lands in search of demonic corruption. They travel by night, investigating leads of illegal occult activity that consorts with demonic or vampiric activities. Few mortals know of their existence, a testament to their guile and efficiency."
ST_Armor,DivineOathCuirassDesc,"A variant of Crimson Oath armor, bestowed upon Nephilim who take The Oath of the Divine.

Paladins belonging to the Oath of the Divine, colloquially known as Gold Hoods, watch over the capital city of Illuminar and its demigod authority, the Holy Lineage. Gold Hoods are a privileged oath, only taken by Nephilim who fought in the Illuminar's defense centuries ago."
ST_Armor,MidnightOathGauntletsDesc,"A variant of Crimson Oath gauntlets, bestowed upon Nephilim who take The Oath of Midnight.

Paladins of the Oath of Midnight, sometimes called Black Hoods, wander the lands in search of demonic corruption. They travel by night, investigating leads of illegal occult activity that consorts with demonic or vampiric activities. Few mortals know of their existence, a testament to their guile and efficiency."
ST_Armor,DivineOathGauntletsDesc,"A variant of Crimson Oath gauntlets, bestowed upon Nephilim who take The Oath of the Divine.

Paladins belonging to the Oath of the Divine, colloquially known as Gold Hoods, watch over the capital city of Illuminar and its demigod authority, the Holy Lineage. Gold Hoods are a privileged oath, only taken by Nephilim who fought in the Illuminar's defense centuries ago."
ST_Armor,MoonlightOathGauntletsDesc,"A variant of Crimson Oath gauntlets, bestowed upon Nephilim who take The Oath of the Moonlight.

Paladins belonging to the Oath of the Moonlight, known by the pejorative Spectres, are Nephilim who operate in foreign lands. They're the Church's agents in pagan and secular lands, often resented but tolerated, because few have the martial might to dispel them. "
ST_Armor,MidnightOathGreavesDesc,"A variant of Crimson Oath greaves, bestowed upon Nephilim who take The Oath of Midnight.

Paladins of the Oath of Midnight, sometimes called Black Hoods, wander the lands in search of demonic corruption. They travel by night, investigating leads of illegal occult activity that consorts with demonic or vampiric activities. Few mortals know of their existence, a testament to their guile and efficiency."
ST_Armor,DivineOathGreavesDesc,"A variant of Crimson Oath greaves, bestowed upon Nephilim who take The Oath of the Divine.

Paladins belonging to the Oath of the Divine, colloquially known as Gold Hoods, watch over the capital city of Illuminar and its demigod authority, the Holy Lineage. Gold Hoods are a privileged oath, only taken by Nephilim who fought in the Illuminar's defense centuries ago."
ST_Armor,DivineOathHelmetDesc,"A variant of Crimson Oath helmet, bestowed upon Nephilim who take The Oath of the Divine.

Paladins belonging to the Oath of the Divine, colloquially known as Gold Hoods, watch over the capital city of Illuminar and its demigod authority, the Holy Lineage. Gold Hoods are a privileged oath, only taken by Nephilim who fought in the Illuminar's defense centuries ago."
ST_Armor,KeepersOathHelmetDesc,"A variant of a Crimson Oath helmet, bestowed upon Nephilim who take The Keeper's Oath.

Knights of the Keeper's Oath are charged with the collection and safeguard of all knowledge in Velchoria, both divine and profane, by any means necessary. Whether it be gold or iron, Keepers find a way."
ST_Armor,MidnightOathHelmetDesc,"A variant of a Crimson Oath helmet, bestowed upon Nephilim who take The Oath of Midnight.

Paladins of the Oath of Midnight, sometimes called Black Hoods, wander the lands in search of demonic corruption. They travel by night, investigating leads of illegal occult activity that consorts with demonic or vampiric activities. Few mortals know of their existence, a testament to their guile and efficiency."
ST_Armor,MoonlightOathHelmetDesc,"A variant of the Crimson Oath Helmet, bestowed upon Nephilim who take The Oath of the Moonlight.

Paladins belonging to the Oath of the Moonlight, known by the pejorative Spectres, are Nephilim who operate in foreign lands. They're the Church's agents in pagan and secular lands, often resented but tolerated, because few have the martial might to dispel them. "
ST_Armor,EpochCuirassDesc,"Adorned with the antlers of the long-extinct great eolk, this armor set is said to contain the pagan spirit of the wild north woods. Though not officially sanctioned by the church, such superstitions are tolerated, provided the armor is sanctified in the blood of the church’s enemies.  "
ST_Armor,EpochGauntletsDesc,"Adorned with the antlers of the long-extinct great eolk, this armor set is said to contain the pagan spirit of the wild north woods. Though not officially sanctioned by the church, such superstitions are tolerated, provided the armor is sanctified in the blood of the church’s enemies.  "
ST_Armor,EpochGreavesDesc,"Adorned with the antlers of the long-extinct great eolk, this armor set is said to contain the pagan spirit of the wild north woods. Though not officially sanctioned by the church, such superstitions are tolerated, provided the armor is sanctified in the blood of the church’s enemies.  "
ST_Armor,EpochHelmetDesc,"Adorned with the antlers of the long-extinct great eolk, this armor set is said to contain the pagan spirit of the wild north woods. Though not officially sanctioned by the church, such superstitions are tolerated, provided the armor is sanctified in the blood of the church’s enemies.  "
ST_Armor,SancutsZealotCuriassDesc,"An intimidating cuirass forged for the Sanctus Zealot. 

Legend tells of the first interfaith conflict between the anceint Lunar Sentinels and the Lunitarians Sanctus Zealots. In the end the Church was victorious by the hands of berzerk warriors who saw their faith as law."
ST_Armor,HaedrikKnightCuirassDesc,"An ornate cuirass once belonging to a knight in service to House Haedrik from the western lands of Armaea.

The Haedriks fled the Armaen political theatre in pursuit of new beginnings and economic supremacy. Their attractive, yet functional suits of armor dazzled the aristocracy of Gildenarch, garnering them favor and the attention of the city's major players. Few suits, such as this, were crafted for Nephilim usage."
ST_Armor,HaedrikKnightHelmetDesc,"An ornate helmet once belonging to a knight in service to House Haedrik from the western lands of Armaea.

The Haedriks fled the Armaen political theatre in pursuit of new beginnings and economic supremacy. Their attractive, yet functional suits of armor dazzled the aristocracy of Gildenarch, garnering them favor and the attention of the city's major players. Few suits, such as this, were crafted for Nephilim usage."
ST_Armor,VampireCuirassDesc,"Ancient beyond counting, this armor's steel is as ageless as it's original wearer, a vampire who was never defeated, but who shed the armor like a molted skin to achieve new form. Or so the legend says."
ST_Armor,VampireGauntletsDesc,"Ancient beyond counting, this armor's steel is as ageless as it's original wearer, a vampire who was never defeated, but who shed the armor like a molted skin to achieve new form. Or so the legend says."
ST_Armor,VampireGreavesDesc,"Ancient beyond counting, this armor's steel is as ageless as it's original wearer, a vampire who was never defeated, but who shed the armor like a molted skin to achieve new form. Or so the legend says."
ST_Armor,VampireHelmetDesc,"Ancient beyond counting, this armor's steel is as ageless as it's original wearer, a vampire who was never defeated, but who shed the armor like a molted skin to achieve new form. Or so the legend says."
ST_Armor,ApostateCuriass,Apostate Cuirass
ST_Armor,ApostateGauntlets,Apostate Gauntlets
ST_Armor,ApostateGreaves,Apostate Greaves
ST_Armor,ApostateHelmet,Apostate Helmet
ST_Armor,SonaiMagistrateCuirassDesc,"As bright and colorful as the banners that hang above the high office of the Sonai magistrate, this armor set is a symbol of strength, discipline, and loyalty. Three things that will be sorely needed in days ahead."
ST_Armor,SonaiMagistrateGauntletsDesc,"As bright and colorful as the banners that hang above the high office of the Sonai magistrate, this armor set is a symbol of strength, discipline, and loyalty. Three things that will be sorely needed in days ahead."
ST_Armor,SonaiMagistrateGreavesDesc,"As bright and colorful as the banners that hang above the high office of the Sonai magistrate, this armor set is a symbol of strength, discipline, and loyalty. Three things that will be sorely needed in days ahead."
ST_Armor,SonaiMagistrateHelmDesc,"As bright and colorful as the banners that hang above the high office of the Sonai magistrate, this armor set is a symbol of strength, discipline, and loyalty. Three things that will be sorely needed in days ahead."
ST_Armor,AutumnalCuirass,Autumnal Cuirass
ST_Armor,AutumnalGauntlets,Autumnal Gauntlets
ST_Armor,AutumnalGreaves,Autumnal Greaves
ST_Armor,AutumnalHelmet,Autumnal Helmet
ST_Armor,BelwayneKnightCuirass,Belwayne Knight Cuirass
ST_Armor,BelwayneKnightGauntlets,Belwayne Knight Gauntlets
ST_Armor,BelwayneKnightGreaves,Belwayne Knight Greaves
ST_Armor,BelwayneKnightHelmet,Belwayne Knight Helmet
ST_Armor,CrimsonDragonSlayerGreavesDesc,"Burdensome greaves designed for the Nephilim  Dragon Assassins.

Though well-seasoned Dragon Assassins can move efficiently, the goal of this burdensome platemail is to protect the Nephilim's bones against the crushing blow of draconic beasts."
ST_Armor,ChampionCuirass,Champion's Cuirass
ST_Armor,ChampionGauntlets,Champion's Gauntlets
ST_Armor,ChampionGreaves,Champion's Greaves
ST_Armor,ChampionHelmet,Champion's Helmet
ST_Armor,CovenantClericCuirass,Covenant Cleric Cuirass
ST_Armor,CovenantClericGauntlets,Covenant Cleric Gauntlets
ST_Armor,CovenantClericGreaves,Covenant Cleric Greaves
ST_Armor,CovenantClericHelmet,Covenant Cleric Helmet
ST_Armor,CrimsonDragonSlayerCuirass,Crimson Dragon Assassin Cuirass
ST_Armor,CrimsonDragonSlayerGauntlets,Crimson Dragon Assassin Gauntlets
ST_Armor,CrimsonDragonSlayerGreaves,Crimson Dragon Assassin Greaves
ST_Armor,CrimsonDragonSlayerHelmet,Crimson Dragon Assassin Helmet
ST_Armor,CrimsonDragonCommanderCuirass,Crimson Dragon Commander Cuirass
ST_Armor,CrimsonDragonCommanderGauntlets,Crimson Dragon Commander Gauntlets
ST_Armor,CrimsonDragonCommanderGreaves,Crimson Dragon Commander Greaves
ST_Armor,CrimsonDragonCommanderHelmet,Crimson Dragon Commander Helmet
ST_Armor,CrimsonOathCuirass,Crimson Oath Cuirass
ST_Armor,CrimsonOathGauntlets,Crimson Oath Gauntlets
ST_Armor,CrimsonOathGreaves,Crimson Oath Greaves
ST_Armor,CrimsonOathHelmet,Crimson Oath Helmet
ST_Armor,ApostateGauntletsDesc,Crude gauntlets worn by Nephilim Apostates. Designed to invert and mock the Order of the Crimson Moon.
ST_Armor,ApostateCuriassDesc,Crude set of armor worn by Nephilim Apostates. Designed to invert and mock the Order of the Crimson Moon.
ST_Armor,Cuirass,Cuirass
ST_Armor,SovereignSentryCuriassDesc,"Cuirass belonging to the Sentries of Nachtendale's Sovereign.

Nachtendale has been the most successful and thriving city since the Rite of Desolation, in no small part to the Sovereign Sentries who've stood guard against the neighboring city states."
ST_Armor,LunarSentinelCuirassDesc,"Cuirass of the Lunar Sentinel

No symbol is more harrowing to the Lunitarian faith than that of the Lunar Sentinel, the once faithful knights in service to Lunarin before the establishment of the Church. Legend tells that Lunarin's loyal knights disagreed with the Church's teachings and refused to join the new budding faith."
ST_Armor,CrimsonDragonCommanderGreavesDesc,"Cumbersome greaves designed to be worn by the mighty Dragon Assassins. 

They trekked the mountains of Norundiir alone, in search of a lost goddess with the intent of bringing its head to the Holy Lineage."
ST_Armor,SirCamdensGreavesDesc,"Decorated red greaves belonging the Vermillion Knight of Belwayne.

The Alemendral's eldest son, Sir Camden, was a proud and distinguished representative of his family. Earning his rank as Captain after having rallied his fellow soldiers against the invaders of Acktin. Being a celebrity, he was missed dearly upon his departure."
ST_Armor,SirCamdensGauntletsDesc,"Distinct red gauntlets belonging to the Vermillion Knight of Belwayne.

The Alemendral's eldest son, Sir Camden, was a proud and distinguished representative of his family. Earning his rank as Captain after having rallied his fellow soldiers against the invaders of Acktin. Being a celebrity, he was missed dearly upon his departure."
ST_Armor,DivineOathCuirass,Divine Oath Cuirass
ST_Armor,DivineOathGauntlets,Divine Oath Gauntlets
ST_Armor,DivineOathGreaves,Divine Oath Greaves
ST_Armor,DivineOathHelmet,Divine Oath Helmet
ST_Armor,DominanceCuirass,Dominance Cuirass
ST_Armor,DominanceGauntlets,Dominance Gauntlets
ST_Armor,DominanceGreaves,Dominance Greaves
ST_Armor,DominanceHelmet,Dominance Helmet
ST_Armor,EpochCuirass,Epoch Cuirass
ST_Armor,EpochGauntlets,Epoch Gauntlets
ST_Armor,EpochGreaves,Epoch Greaves
ST_Armor,EpochHelmet,Epoch Helmet
ST_Armor,HexKnightCuirassDesc,"Forged from thrice-cursed steel by the fabled hexalalurgists of the Drakfeld Steppes, the wearing of this armor provides not just protection, but a portent of strange things to come. "
ST_Armor,HexKnightGauntletsDesc,"Forged from thrice-cursed steel by the fabled hexalalurgists of the Drakfeld Steppes, the wearing of this armor provides not just protection, but a portent of strange things to come. "
ST_Armor,HexKnightGreavesDesc,"Forged from thrice-cursed steel by the fabled hexalalurgists of the Drakfeld Steppes, the wearing of this armor provides not just protection, but a portent of strange things to come. "
ST_Armor,HexKnightHelmetDesc,"Forged from thrice-cursed steel by the fabled hexalalurgists of the Drakfeld Steppes, the wearing of this armor provides not just protection, but a portent of strange things to come. "
ST_Armor,Gauntlets,Gauntlets
ST_Armor,SovereignSentryGauntletDesc,"Gauntlets belonging to the Sentries of Nachtendale's Sovereign.

Nachtendale has been the most successful and thriving city since the Rite of Desolation, in no small part to the Sovereign Sentries who've stood guard against the neighboring city states."
ST_Armor,ChampionGauntletsDesc,"Gauntlets designed for the Champions of Litinstang.

The city state of Litinstang in southern Armaea is famous for housing gladitorial arenas. Rumor has it some apostates who fled Velchoria found a living entertaining the masses across the sea. Here"
ST_Armor,SancutsZealotGauntletDesc,"Gauntlets forged for the Sanctus Zealot. 

Legend tells of the first interfaith conflict between the anceint Lunar Sentinels and the Lunitarians Sanctus Zealots. In the end the Church was victorious by the hands of berzerk warriors who saw their faith as law."
ST_Armor,MahktenGauntletsDesc,"Gauntlets forged specifically to battle the Lord of Perdition. You'll need a strong grip on your weapon to face a Dead God, but alas, no guantlets exists that will keep your sword in your hand as you face Mahkteah's colossal club mace."
ST_Armor,LunarSentinelGauntletsDesc,"Gauntlets of the Lunar Sentinel

No symbol is more harrowing to the Lunitarian faith than that of the Lunar Sentinel, the once faithful knights in service to Lunarin before the establishment of the Church. Legend tells that Lunarin's loyal knights disagreed with the Church's teachings and refused to join the new budding faith."
ST_Armor,FelWhiteAvianGauntletsDesc,"Gorgeous white gauntlets belonging to an infamous traitor.

White Armor in reference to the fabled White Phoenix of Prosperity. An old fairy tale told to the children of Belwayne where a spectral Avian would herald an age of fortune to those under its guidance."
ST_Armor,FelWhiteAvianGreavesDesc,"Gorgeous white greaves belonging to an infamous traitor.

White Armor in reference to the fabled White Phoenix of Prosperity. An old fairy tale told to the children of Belwayne where a spectral Avian would herald an age of fortune to those under its guidance."
ST_Armor,Greaves,Greaves
ST_Armor,SovereignSentryGreavesDesc,"Greaves belonging to the Sentries of Nachtendale's Sovereign.

Nachtendale has been the most successful and thriving city since the Rite of Desolation, in no small part to the Sovereign Sentries who've stood guard against the neighboring city states."
ST_Armor,ChampionGreavesDesc,"Greaves designed for the Champions of Litinstang.

The city state of Litinstang in southern Armaea is famous for housing gladitorial arenas. Rumor has it some apostates who fled Velchoria found a living entertaining the masses across the sea. Hereription Here"
ST_Armor,SancutsZealotGreavesDesc,"Greaves forged for the Sanctus Zealot. 

Legend tells of the first interfaith conflict between the anceint Lunar Sentinels and the Lunitarians Sanctus Zealots. In the end the Church was victorious by the hands of berzerk warriors who saw their faith as law."
ST_Armor,MahktenGreavesDesc,"Greaves forged specifically to withstand the punishing blows of the Lord of Perdition. Alas, no armor exists that can protect your legs against the power of Mahkteah's colossal club mace, but wearing this, you'll look good trying."
ST_Armor,LunarSentinelGreavesDesc,"Greaves of the Lunar Sentinel

No symbol is more harrowing to the Lunitarian faith than that of the Lunar Sentinel, the once faithful knights in service to Lunarin before the establishment of the Church. Legend tells that Lunarin's loyal knights disagreed with the Church's teachings and refused to join the new budding faith."
ST_Armor,ApostateGreavesDesc,Greaves worn by Nephilim Apostates. Designed to invert and mock the Order of the Crimson Moon.
ST_Armor,HaedrikKnightCuirass,Haedrik Knight Cuirass
ST_Armor,HaedrikKnightGauntlets,Haedrik Knight Gauntlets
ST_Armor,HaedrikKnightGreaves,Haedrik Knight Greaves
ST_Armor,HaedrikKnightHelmet,Haedrik Knight Helmet
ST_Armor,OssifiedHeartCuirassDesc,Harden your heart oh seeker of salvation for your foes are formidable and the Lord of Perdition burns even the strongest of will
ST_Armor,OssifiedHeartGauntletsDesc,Harden your heart oh seeker of salvation for your foes are formidable and the Lord of Perdition burns even the strongest of will
ST_Armor,OssifiedHeartGreavesDesc,Harden your heart oh seeker of salvation for your foes are formidable and the Lord of Perdition burns even the strongest of will
ST_Armor,OssifiedHeartHelmetDesc,Harden your heart oh seeker of salvation for your foes are formidable and the Lord of Perdition burns even the strongest of will
ST_Armor,CrimsonDragonCommanderGauntletsDesc,"Hefty gauntlets made for the legendary Dragon Assassins. 

Tested against the toughest drakes the empire can acquire. Through the hands of mighty warriors and the awe-inspiring feats they accomplish, myths and legends are born, enduring through the ages."
ST_Armor,Helm,Helm
ST_Armor,SovereignSentryHelmetDesc,"Helmet belonging to the Sentries of Nachtendale's Sovereign.

Nachtendale has been the most successful and thriving city since the Rite of Desolation, in no small part to the Sovereign Sentries who've stood guard against the neighboring city states."
ST_Armor,ChampionHelmetDesc,"Helmet designed for the Champions of Litinstang.

The city state of Litinstang in southern Armaea is famous for housing gladitorial arenas. Rumor has it some apostates who fled Velchoria found a living entertaining the masses across the sea. Hereription Here"
ST_Armor,SancutsZealotHelmetDesc,"Helmet forged for the Sanctus Zealot. 

Legend tells of the first interfaith conflict between the anceint Lunar Sentinels and the Lunitarians Sanctus Zealots. In the end the Church was victorious by the hands of berzerk warriors who saw their faith as law."
ST_Armor,LunarSentinelHelmetDesc,"Helmet of the Lunar Sentinel

No symbol is more harrowing to the Lunitarian faith than that of the Lunar Sentinel, the once faithful knights in service to Lunarin before the establishment of the Church. Legend tells that Lunarin's loyal knights disagreed with the Church's teachings and refused to join the new budding faith."
ST_Armor,HexKnightCuirass,Hex Knight Cuirass
ST_Armor,HexKnightGauntlets,Hex Knight Gauntlets
ST_Armor,HexKnightGreaves,Hex Knight Greaves
ST_Armor,HexKnightHelmet,Hex Knight Helmet
ST_Armor,KeepersOathCuirass,Keeper's Oath Cuirass
ST_Armor,KeepersOathGauntlets,Keeper's Oath Gauntlets
ST_Armor,KeepersOathGreaves,Keeper's Oath Greaves
ST_Armor,KeepersOathHelmet,Keeper's Oath Helmet
ST_Armor,LunarSentinelCuirass,Lunar Sentinel Cuirass
ST_Armor,LunarSentinelGauntlets,Lunar Sentinel Gauntlets
ST_Armor,LunarSentinelGreaves,Lunar Sentinel Greaves
ST_Armor,LunarSentinelHelmet,Lunar Sentinel Helmet
ST_Armor,MahktenCuirass,Mahkten Cuirass
ST_Armor,MahktenGauntlets,Mahkten Gauntlets
ST_Armor,MahktenGreaves,Mahkten Greaves
ST_Armor,MahktenHelmet,Mahkten Helmet
ST_Armor,MidnightOathCuirass,Midnight Oath Cuirass
ST_Armor,MidnightOathGauntlets,Midnight Oath Gauntlets
ST_Armor,MidnightOathGreaves,Midnight Oath Greaves
ST_Armor,MidnightOathHelmet,Midnight Oath Helmet
ST_Armor,MoonlightOathCuirass,Moonlight Oath Cuirass
ST_Armor,MoonlightOathGauntlets,Moonlight Oath Gauntlets
ST_Armor,MoonlightOathGreaves,Moonlight Oath Greaves
ST_Armor,MoonlightOathHelmet,Moonlight Oath Helmet
ST_Armor,RevenantGauntletsDesc,"Named in honor of a revenant spirit who stood in protection over the crypts of Gildeus long ago, these gauntlets will protect your hands from the blades and bludgeons of this world. 

In a time when even death isn't permanent, it's still best not to take any chances."
ST_Armor,RevenantGreavesDesc,"Named in honor of a revenant spirit who stood in protection over the crypts of Gildeus long ago, these greaves will protect your legs from the blades and bludgeons of this world. 

In a time when even death isn't permanent, it's still best not to take any chances."
ST_Armor,RevenantCuirassDesc,"Named in honor of a revenant spirit who stood in protection over the crypts of Gildeus long ago, this cuirass will protect you from the blades and bludgeons of this world. 

In a time when even death isn't permanent, it's still best not to take any chances."
ST_Armor,RevenantHelmetDesc,"Named in honor of a revenant spirit who stood in protection over the crypts of Gildeus long ago, this helmet will protect your head from the blades and bludgeons of this world. 

In a time when even death isn't permanent, it's still best not to take any chances."
ST_Armor,ValiantGauntletsDesc,"Only the Valiant may wear this strange and prickly armor, for to wear it is to risk a view into the dark side of one’s own nature. The same spikes that point outward also point in. "
ST_Armor,ValiantGreavesDesc,"Only the Valiant may wear this strange and prickly armor, for to wear it is to risk a view into the dark side of one’s own nature. The same spikes that point outward also point in. "
ST_Armor,ValiantHelmetDesc,"Only the Valiant may wear this strange and prickly armor, for to wear it is to risk a view into the dark side of one’s own nature. The same spikes that point outward also point in. "
ST_Armor,ValiantcuirassDesc,"Only the Valiant may wear this strange and prickly armor, for to wear it is to risk a view into the dark side of one’s own nature. The same spikes that point outward also point in. "
ST_Armor,HaedrikKnightGauntletsDesc,"Ornate gauntlets once belonging to a knight in service to House Haedrik from the western lands of Armaea.

The Haedriks fled the Armaen political theatre in pursuit of new beginnings and economic supremacy. Their attractive, yet functional suits of armor dazzled the aristocracy of Gildenarch, garnering them favor and the attention of the city's major players. Few suits, such as this, were crafted for Nephilim usage."
ST_Armor,HaedrikKnightGreavesDesc,"Ornate greaves once belonging to a knight in service to House Haedrik from the western lands of Armaea.

The Haedriks fled the Armaen political theatre in pursuit of new beginnings and economic supremacy. Their attractive, yet functional suits of armor dazzled the aristocracy of Gildenarch, garnering them favor and the attention of the city's major players. Few suits, such as this, were crafted for Nephilim usage."
ST_Armor,OssifiedHeartCuirass,Ossified Heart Cuirass
ST_Armor,OssifiedHeartGauntlets,Ossified Heart Gauntlets
ST_Armor,OssifiedHeartGreaves,Ossified Heart Greaves
ST_Armor,OssifiedHeartHelmet,Ossified Heart Helmet
ST_Armor,FelWhiteAvianCuirass,Pale Ascent Cuirass
ST_Armor,FelWhiteAvianGauntlets,Pale Ascent Gauntlets
ST_Armor,FelWhiteAvianGreaves,Pale Ascent Greaves
ST_Armor,FelWhiteAvianHelmet,Pale Ascent Helmet
ST_Armor,RamCuirass,Ram Cuirass
ST_Armor,RamGauntlets,Ram Gauntlets
ST_Armor,RamGreaves,Ram Greaves
ST_Armor,RamHelmet,Ram Helmet
ST_Armor,RevenantCuirass,Revenant Cuirass
ST_Armor,RevenantGauntlets,Revenant Gauntlets
ST_Armor,RevenantGreaves,Revenant Greaves
