namespace,key,en,fr,es,it,de
ST_Armor,VampireCuirass,Telvaught Cuirass,Cuirasse de Telvaught,Coraza de Telvaught,Corazza da Telvaught,Telvaught-Kürass
ST_Armor,TelvaughtExcoriatorCuirass,Telvaught Excoriator Cuirass,Cuirasse d’excoriateur de Telvaught,Coraza Excoriadora de Telvaught,Corazza degli scorticatori Telvaught,Telvaught-Exkoriatoren-Kürass
ST_Armor,TelvaughtExcoriatorGauntlets,Telvaught Excoriator Gauntlets,Gantelets d'excoriateur de Telvaught,Guanteletes Excoriadores de Telvaught,Guanti degli scorticatori Telvaught,Telvaught-Exkoriatoren-Handschuhe
ST_Armor,TelvaughtExcoriatorGreaves,Telvaught Excoriator Greaves,Grèves d'excoriateur de Telvaught,Grebas Excoriadoras de Telvaught,Schinieri degli scorticatori Telvaught,Telvaught-Exkoriatoren-Beinschienen
ST_Armor,TelvaughtExcoriatorHelmet,Telvaught Excoriator Helmet,Casque d'excoriateur de Telvaught,Yelmo Excoriador de Telvaught,Elmo degli scorticatori Telvaught,Telvaught-Exkoriatoren-Helm
ST_Armor,VampireGauntlets,Telvaught Gauntlets,Gantelets de Telvaught,Guanteletes de Telvaught,Guanti da Telvaught,Telvaught-Handschuhe
ST_Armor,VampireGreaves,Telvaught Greaves,Grèves de Telvaught,Grebas de Telvaught,Schinieri da Telvaught,Telvaught-Beinschienen
ST_Armor,VampireHelmet,Telvaught Helmet,Casque de Telvaught,Yelmo de Telvaught,Elmo da Telvaught,Telvaught-Helm
ST_Armor,TelvaughtSageCuirass,Telvaught Sage Cuirass,Cuirasse de sage de Telvaught,Coraza del Sabio de Telvaught,Corazza dei saggi Telvaught,Telvaught-Weisen-Kürass
ST_Armor,TelvaughtSageGauntlets,Telvaught Sage Gauntlets,Gantelets de sage de Telvaught,Guanteletes del Sabio de Telvaught,Guanti dei saggi Telvaught,Telvaught-Weisen-Handschuhe
ST_Armor,TelvaughtSageGreaves,Telvaught Sage Greaves,Grèves de sage de Telvaught,Grebas del Sabio de Telvaught,Schinieri dei saggi Telvaught,Telvaught-Weisen-Beinschienen
ST_Armor,TelvaughtSageHelmet,Telvaught Sage Helmet,Casque de sage de Telvaught,Casco del Sabio de Telvaught,Elmo dei saggi Telvaught,Telvaught-Weisen-Helm
ST_Armor,TelvaughtSageCuirassDesc,"The Sages of Clan Telvaught have had centuries to perfect their craft, weaving magic into their armor increasing their resilience and amplifying their power","Les sages du clan Telvaught ont eu des siècles pour perfectionner leur art, imprégnant leurs armures de magie pour accroître leur résistance et amplifier leur puissance.","Los Sabios del Clan Telvaught han tenido siglos para perfeccionar su arte, tejiendo magia en sus armaduras, aumentando su resistencia y amplificando su poder","I saggi del clan Telvaught hanno avuto secoli per perfezionare la propria arte, intessendo la magia nelle armature, aumentandone la resistenza e amplificandone il potere.","Die Weisen des Clans Telvaught hatten Jahrhunderte Zeit, ihre Kunst zu perfektionieren und Magie in ihre Rüstungen einzuweben, was ihre Widerstandsfähigkeit erhöhte und ihre Macht verstärkte."
ST_Armor,TelvaughtSageGauntletsDesc,"The Sages of Clan Telvaught have had centuries to perfect their craft, weaving magic into their armor increasing their resilience and amplifying their power","Les sages du clan Telvaught ont eu des siècles pour perfectionner leur art, imprégnant leurs armures de magie pour accroître leur résistance et amplifier leur puissance.","Los Sabios del Clan Telvaught han tenido siglos para perfeccionar su arte, tejiendo magia en sus armaduras, aumentando su resistencia y amplificando su poder","I saggi del clan Telvaught hanno avuto secoli per perfezionare la propria arte, intessendo la magia nelle armature, aumentandone la resistenza e amplificandone il potere.","Die Weisen des Clans Telvaught hatten Jahrhunderte Zeit, ihre Kunst zu perfektionieren und Magie in ihre Rüstungen einzuweben, was ihre Widerstandsfähigkeit erhöhte und ihre Macht verstärkte."
ST_Armor,TelvaughtSageGreavesDesc,"The Sages of Clan Telvaught have had centuries to perfect their craft, weaving magic into their armor increasing their resilience and amplifying their power","Les sages du clan Telvaught ont eu des siècles pour perfectionner leur art, imprégnant leurs armures de magie pour accroître leur résistance et amplifier leur puissance.","Los Sabios del Clan Telvaught han tenido siglos para perfeccionar su arte, tejiendo magia en sus armaduras, aumentando su resistencia y amplificando su poder","I saggi del clan Telvaught hanno avuto secoli per perfezionare la propria arte, intessendo la magia nelle armature, aumentandone la resistenza e amplificandone il potere.","Die Weisen des Clans Telvaught hatten Jahrhunderte Zeit, ihre Kunst zu perfektionieren und Magie in ihre Rüstungen einzuweben, was ihre Widerstandsfähigkeit erhöhte und ihre Macht verstärkte."
ST_Armor,TelvaughtSageHelmetDesc,"The Sages of Clan Telvaught have had centuries to perfect their craft, weaving magic into their armor increasing their resilience and amplifying their power","Les sages du clan Telvaught ont eu des siècles pour perfectionner leur art, imprégnant leurs armures de magie pour accroître leur résistance et amplifier leur puissance.","Los Sabios del Clan Telvaught han tenido siglos para perfeccionar su arte, tejiendo magia en sus armaduras, aumentando su resistencia y amplificando su poder","I saggi del clan Telvaught hanno avuto secoli per perfezionare la propria arte, intessendo la magia nelle armature, aumentandone la resistenza e amplificandone il potere.","Die Weisen des Clans Telvaught hatten Jahrhunderte Zeit, ihre Kunst zu perfektionieren und Magie in ihre Rüstungen einzuweben, was ihre Widerstandsfähigkeit erhöhte und ihre Macht verstärkte."
ST_Armor,RuinedBelwayneCuirassDesc,"Tragically marred armor, once worn by a knight of Belwayne.

A soldier may die, but the steel lives on. May it protect you more than it did the last wearer.","Une pièce d’armure tragiquement endommagée, autrefois portée par un chevalier de Belwayne.

Un soldat peut mourir, mais l’acier perdure. Puisse-t-il vous protéger plus que son dernier porteur.","Armadura trágicamente dañada, que perteneció a un caballero de Belwayne.

Un soldado puede morir, pero el acero perdura. Que te proteja más que a quien lo portó antes.","Armatura tragicamente danneggiata, un tempo indossata da un cavaliere di Belwayne.

Un soldato può morire, ma l'acciaio vive per sempre. Possa proteggerti più di quanto abbia protetto l'ultimo che l'ha indossata.","Tragisch beschädigte Rüstung, einst getragen von einem Ritter von Belwayne.

Ein Soldat mag sterben, aber der Stahl lebt weiter. Möge sie dich besser schützen als den letzten Träger."
ST_Armor,RuinedBelwayneGauntletsDesc,"Tragically marred gauntlets, once worn by a knight of Belwayne.

A soldier may die, but the steel lives on. May it protect you more than it did the last wearer.","Des gantelets tragiquement endommagés, autrefois portés par un chevalier de Belwayne.

Un soldat peut mourir, mais l’acier perdure. Puisse-t-il vous protéger plus que son dernier porteur.","Guanteletes trágicamente dañados, que alguna vez pertenecieron a un caballero de Belwayne.

Un soldado puede morir, pero el acero perdura. Que te proteja más que a quien lo portó antes.","Guanti tragicamente danneggiati, un tempo indossati da un cavaliere di Belwayne.

Un soldato può morire, ma l'acciaio vive per sempre. Possa proteggerti più di quanto abbia protetto l'ultimo che l'ha indossata.","Tragisch beschädigte Handschuhe, einst getragen von einem Ritter von Belwayne.

Ein Soldat mag sterben, aber der Stahl lebt weiter. Mögen sie dich besser schützen als den letzten Träger."
ST_Armor,RuinedBelwayneGreavesDesc,"Tragically marred greaves, once worn by a knight of Belwayne.

A soldier may die, but the steel lives on. May it protect you more than it did the last wearer.","Des grèves tragiquement endommagées, autrefois portées par un chevalier de Belwayne.

Un soldat peut mourir, mais l’acier perdure. Puisse-t-il vous protéger plus que son dernier porteur.","Grebas trágicamente dañadas, que una vez llevó un caballero de Belwayne.

Un soldado puede morir, pero el acero sigue vivo. Que te proteja más que al último portador.","Schinieri tragicamente danneggiati, un tempo indossati da un cavaliere di Belwayne.

Un soldato può morire, ma l'acciaio vive per sempre. Possa proteggerti più di quanto abbia protetto l'ultimo che l'ha indossata.","Tragisch beschädigte Beinschienen, einst getragen von einem Ritter von Belwayne.

Ein Soldat mag sterben, aber der Stahl lebt weiter. Mögen sie dich besser schützen als den letzten Träger."
ST_Armor,RuinedBelwayneHelmetDesc,"Tragically marred helmet, once worn by a knight of Belwayne.

A soldier may die, but the steel lives on. May this helmet protect your head better than the last wearer.","Un casque tragiquement endommagé, autrefois porté par un chevalier de Belwayne.

Un soldat peut mourir, mais l’acier perdure. Puisse ce casque mieux protéger votre tête que celle de son dernier porteur.","Yelmo trágicamente dañado, que una vez llevó un caballero de Belwayne.

Un soldado puede morir, pero el acero sigue vivo. Que este yelmo te proteja la cabeza mejor que al último que lo llevó.","Elmo tragicamente danneggiato, un tempo indossato da un cavaliere di Belwayne.

Un soldato può morire, ma l'acciaio vive per sempre. Possa questo elmo proteggerti la testa più di quanto abbia protetto l'ultimo che l'ha indossato.","Tragisch beschädigter Helm, einst getragen von einem Ritter von Belwayne.

Ein Soldat mag sterben, aber der Stahl lebt weiter. Möge dieser Helm deinen Kopf besser schützen als den des letzten Trägers."
ST_Armor,CrimsonDragonSlayerGauntletsDesc,"Unwieldy gauntlets for mortal man, and mildly uncomfortable for Nephilim.

It takes a special kind of Nephilim to wield a greatsword while adorned in this armor.","Des gantelets trop encombrants pour un simple mortel, et légèrement inconfortables pour un Nephilim.

Il faut être un Nephilim d’un genre particulier pour manier une grande épée tout en portant cette armure.","Guanteletes aparatosos para los mortales y ligeramente incómodos para los Nefilim.

Se necesita un tipo especial de Nefilim para blandir una espada a dos manos mientras se viste con esta armadura.","Guanti ingombranti per un mortale e leggermente scomodi per i Nefilim.

Ci vuole un Nefilim davvero speciale per brandire uno spadone indossando quest'armatura.","Unhandliche Handschuhe für Sterbliche und leicht unbequem für Nephilim.

Es braucht eine besondere Art von Nephilim, ein Großschwert zu führen, während man diese Rüstung trägt."
ST_Armor,Valiantcuirass,Valiant Cuirass,Cuirasse vaillante,Coraza del Valiente,Corazza valorosa,Heldenmut-Kürass
ST_Armor,ValiantGauntlets,Valiant Gauntlets,Gantelets vaillants,Guanteletes del Valiente,Guanti valorosi,Heldenmut-Handschuhe
ST_Armor,ValiantGreaves,Valiant Greaves,Grèves vaillantes,Grebas del Valiente,Schinieri valorosi,Heldenmut-Beinschienen
ST_Armor,ValiantHelmet,Valiant Helmet,Casque vaillant,Yelmo del Valiente,Elmo valoroso,Heldenmut-Helm
ST_Armor,VerdigrisCuirass,Verdigris Cuirass,Cuirasse vert-de-grisée,Coraza de Verdigris,Corazza verderame,Grünspan-Kürass
ST_Armor,VerdigrisGauntlets,Verdigris Gauntlets,Gantelets vert-de-grisés,Guanteletes de Verdigris,Guanti verderame,Grünspan-Handschuhe
ST_Armor,VerdigrisGreaves,Verdigris Greaves,Grèves vert-de-grisées,Grebas de Verdigris,Schinieri verderame,Grünspan-Beinschienen
ST_Armor,VerdigrisHelmet,Verdigris Helmet,Casque vert-de-grisé,Yelmo de Verdigris,Elmo verderame,Grünspan-Helm
ST_Armor,SirCamdensCuirass,Vermillion Knight Cuirass,Cuirasse du chevalier vermillon,Coraza de Caballero Bermellón,Corazza del cavaliere vermiglio,Zinnoberritter-Kürass
ST_Armor,SirCamdensGauntlets,Vermillion Knight Gauntlets,Gantelets du chevalier vermillon,Guanteletes del Caballero Bermellón,Guanti del cavaliere vermiglio,Zinnoberritter-Handschuhe
ST_Armor,SirCamdensGreaves,Vermillion Knight Greaves,Grèves du chevalier vermillon,Grebas del Caballero Bermellón,Schinieri del cavaliere vermiglio,Zinnoberritter-Beinschienen
ST_Armor,SirCamdensHelmet,Vermillion Knight Helmet,Casque du chevalier vermillon,Yelmo del Caballero Bermellón,Elmo del cavaliere vermiglio,Zinnoberritter-Helm
ST_Armor,WatchmansOathCuirass,Watchman's Oath Cuirass,Cuirasse du Serment du guetteur,Coraza del Juramento del Vigilante,Corazza del giuramento del guardiano,Wächtereid-Kürass
ST_Armor,WatchmansOathGauntlets,Watchman's Oath Gauntlets,Gantelets du Serment du guetteur,Guanteletes del Juramento del Vigilante,Guanti del giuramento del guardiano,Wächtereid-Handschuhe
ST_Armor,WatchmansOathGreaves,Watchman's Oath Greaves,Grèves du Serment du guetteur,Grebas del Juramento del Vigilante,Schinieri del giuramento del guardiano,Wächtereid-Beinschienen
ST_Armor,WatchmansOathHelmet,Watchman's Oath Helmet,Casque du Serment du guetteur,Yelmo del Juramento del Vigilante,Elmo del giuramento del guardiano,Wächtereid-Helm
ST_Armor,TelvaughtExcoriatorCuirassDesc,"Worn by the Excoriator's of the Telvaught Clan, this armor is unknown to the world as those beyond the clan who have seen it no longer remain","Portée par les excoriateurs du clan Telvaught, l’armure dont cette pièce fait partie est inconnue du reste du monde, car ceux qui l’ont vue en dehors du clan ne sont plus là pour en parler.","Esta armadura, vestida por los Excoriadores del clan Telvaught, es desconocida para el mundo, ya que quienes la han visto fuera del clan ya no están entre nosotros","Indossata dagli scorticatori del clan Telvaught, quest'armatura è sconosciuta in tutto il mondo poiché chiunque l'abbia vista, al di fuori del clan, non c'è più.","Diese Rüstung wird von den Exkoriatoren des Telvaught-Clans getragen. Außerhalb des Clans ist sie unbekannt, denn niemand, der sie je zu Gesicht bekam, blieb am Leben."
ST_Armor,TelvaughtExcoriatorGauntletsDesc,"Worn by the Excoriator's of the Telvaught Clan, this armor is unknown to the world as those beyond the clan who have seen it no longer remain","Portée par les excoriateurs du clan Telvaught, l’armure dont ces pièces font partie est inconnue du reste du monde, car ceux qui l’ont vue en dehors du clan ne sont plus là pour en parler.","Esta armadura, vestida por los Excoriadores del clan Telvaught, es desconocida para el mundo, ya que quienes la han visto fuera del clan ya no están entre nosotros","Indossata dagli scorticatori del clan Telvaught, quest'armatura è sconosciuta in tutto il mondo poiché chiunque l'abbia vista, al di fuori del clan, non c'è più.","Diese Rüstung wird von den Exkoriatoren des Telvaught-Clans getragen. Außerhalb des Clans ist sie unbekannt, denn niemand, der sie je zu Gesicht bekam, blieb am Leben."
ST_Armor,TelvaughtExcoriatorGreavesDesc,"Worn by the Excoriator's of the Telvaught Clan, this armor is unknown to the world as those beyond the clan who have seen it no longer remain","Portée par les excoriateurs du clan Telvaught, l’armure dont ces pièces font partie est inconnue du reste du monde, car ceux qui l’ont vue en dehors du clan ne sont plus là pour en parler.","Esta armadura, vestida por los Excoriadores del clan Telvaught, es desconocida para el mundo, ya que quienes la han visto fuera del clan ya no están entre nosotros","Indossata dagli scorticatori del clan Telvaught, quest'armatura è sconosciuta in tutto il mondo poiché chiunque l'abbia vista, al di fuori del clan, non c'è più.","Diese Rüstung wird von den Exkoriatoren des Telvaught-Clans getragen. Außerhalb des Clans ist sie unbekannt, denn niemand, der sie je zu Gesicht bekam, blieb am Leben."
ST_Armor,TelvaughtExcoriatorHelmetDesc,"Worn by the Excoriator's of the Telvaught Clan, this armor is unknown to the world as those beyond the clan who have seen it no longer remain","Portée par les excoriateurs du clan Telvaught, l’armure dont cette pièce fait partie est inconnue du reste du monde, car ceux qui l’ont vue en dehors du clan ne sont plus là pour en parler.","Esta armadura, vestida por los Excoriadores del clan Telvaught, es desconocida para el mundo, ya que quienes la han visto fuera del clan ya no están entre nosotros","Indossata dagli scorticatori del clan Telvaught, quest'armatura è sconosciuta in tutto il mondo poiché chiunque l'abbia vista, al di fuori del clan, non c'è più.","Diese Rüstung wird von den Exkoriatoren des Telvaught-Clans getragen. Außerhalb des Clans ist sie unbekannt, denn niemand, der sie je zu Gesicht bekam, blieb am Leben."
ST_Armor,MahktenHelmetDesc,"You'll want to keep your wits about you—and still in your skull, when fighting a dead god. Forged specifically to withstand the punishing blows of the Lord of Perdition, that's what this helmet was designed to do. Alas, no armor exists that can protect your head against the power of Mahkteah's colossal club mace. Still, it's better than nothing.","Vous avez tout intérêt à garder les idées claires – et à veiller à ce qu’elles restent dans votre crâne –, lorsque vous combattez un dieu mort. C’est pour cela que ce casque, forgé spécialement pour résister aux coups punitifs du Seigneur de la perdition, a été conçu. Hélas, il n’existe aucune pièce d’armure capable de protéger votre tête contre la puissance de la masse colossale de Mahkteah. Mais c’est toujours mieux que rien.","Te conviene conservar la claridad mental… y que tu cabeza siga en su lugar, cuando luches contra un Dios Muerto. Forjado específicamente para resistir los golpes castigadores del Señor de la Perdición, para eso fue diseñado este yelmo. Por desgracia, no existe ninguna armadura que pueda proteger tu cabeza contra el poder de la colosal maza de Mahkteah. Aun así, es mejor que nada.","È meglio mantenere la lucidità mentale, e soprattutto la testa ben salda, quando si combatte contro una Divinità Defunta. Forgiato appositamente per resistere ai colpi micidiali del Signore della Perdizione, questo elmo è stato progettato proprio per questo. Purtroppo non esiste armatura in grado di proteggere la testa dalla potenza della colossale mazza di Mahkteah. Tuttavia, è meglio di niente.","Gegen einen toten Gott solltest du besser einen kühlen Kopf bewahren – und ihn am besten auch auf den Schultern behalten. Dieser Helm wurde eigens geschmiedet, um den vernichtenden Hieben des Herrn der Verdammnis standzuhalten. Leider gibt es keine Rüstung, die deinen Kopf vor Mahkteahs gewaltigem Streitkolben schützen könnte. Aber immer noch besser als gar nichts."
ST_ATTRIBUTES,ATT_AngelicGrace,Angelic Grace,Grâce angélique,Gracia Angelical,Grazia angelica,Engelsgnade
ST_ATTRIBUTES,AttackSpeed,Attack Speed,Vitesse d’attaque,Velocidad de ataque,Velocità d'attacco,Angriffsgeschwindigkeit
ST_ATTRIBUTES,BleedResistance,Bleed Resistance,Résistance au saignement,Resistencia al Sangrado,Resistenza al sanguinamento,Blutungsresistenz
ST_ATTRIBUTES,CastingSpeed,Casting Speed,Vitesse d’incantation,Velocidad de lanzamiento,Velocità di lancio,Zaubergeschwindigkeit
ST_ATTRIBUTES,CharacterStats,Character Stats,Stats du personnage,Estadísticas del personaje,Statistiche del personaggio,Charakterwerte
ST_ATTRIBUTES,CurseResistance,Curse Resistance,Résistance à la malédiction,Resistencia a las maldiciones,Resistenza alle maledizioni,Fluchresistenz
ST_ATTRIBUTES,DamagePower,Damage Power,Puissance de dégâts,Poder de daño,Potenza dei danni,Schadenskraft
ST_ATTRIBUTES,Defense,Defense,Défense,Defensa,Difesa,Verteidigung
ST_ATTRIBUTES,ATT_Dexterity,Dexterity,Dextérité,Destreza,Destrezza,Geschicklichkeit
ST_ATTRIBUTES,ATT_Endurance,Endurance,Endurance,Resistencia,Resistenza,Konstitution
ST_ATTRIBUTES,EquipLoad,Equip Load,Equip Load,Equip Load,Equip Load,Equip Load
ST_ATTRIBUTES,ATT_Health,Health,Santé,Salud,Salute,LP
ST_ATTRIBUTES,ATT_Intelligence,Intelligence,Intelligence,Inteligencia,Intelligenza,Intelligenz
ST_ATTRIBUTES,ATT_Mana,Mana,Mana,Maná,Mana,Mana
ST_ATTRIBUTES,ATT_Mysticism,Mysticism,Mysticisme,Misticismo,Misticismo,Mystik
ST_ATTRIBUTES,Nephilim,Nephilim,Nephilim,Nefilim,Nefilim,Nephilim
ST_ATTRIBUTES,ATT_Occultism,Occultism,Occultisme,Ocultismo,Occultismo,Okkultismus
ST_ATTRIBUTES,ATT_Poise,Poise,Aplomb,Equilibrio,Equilibrio,Gleichgewicht
ST_ATTRIBUTES,PoisonResistance,Poison Resistance,Résistance au poison,Resistencia al veneno,Resistenza all'avvelenamento,Giftresistenz
ST_ATTRIBUTES,ATT_Stamina,Stamina,Endurance,Vigor,Forza,Ausdauer
ST_ATTRIBUTES,ATT_Strength,Strength,Force,Fuerza,Forza,Stärke
ST_ATTRIBUTES,ATT_Vitality,Vitality,Vitalité,Vitalidad,Vitalità,Vitalität
ST_ATTRIBUTES,ATT_Willpower,Willpower,Volonté,Fuerza de voluntad,Forza di volontà,Willenskraft
ST_ATTRIBUTES,ATT_Wisdom,Wisdom,Sagesse,Sabiduría,Saggezza,Weisheit
ST_Blueprints,CallElevator,Call Elevator,Appeler l’ascenseur,Llamar al ascensor,Chiama ascensore,Aufzug rufen
ST_Blueprints,Consumable,Consumable,Consommable,Consumible,Consumabile,Verbrauchsgut
ST_Blueprints,Craft,Craft,Fabriquer,Fabricar,Fabbrica,Herstellen
ST_Blueprints,LoreScrollFound,Lore Scroll Found!,Parchemin de connaissances trouvé !,¡Pergamino de saber sagrado encontrado!,Pergamena storica trovata!,Überlieferungsrolle gefunden!
ST_Blueprints,Material,Material,Matériau,Material,Materiale,Material
ST_Blueprints,Note,Note,Note,Note,Note,Note
ST_Blueprints,OneHandedSword,One Handed Sword,Épée à une main,Espada de una mano,Spada a una mano,Einhandschwert
ST_Blueprints,Purchase,Purchase,Acheter,Compra,Acquista,Kaufen
ST_Blueprints,Recipe,Recipe,Recette,Receta,Formula,Anleitung
ST_Blueprints,Shield,Shield,Bouclier,Escudo,Scudo,Schild
ST_Blueprints,Technique,Technique,Technique,Técnica,Tecnica,Technik
ST_Blueprints,Trinkets,Trinkets,Accessoires,Talismanes,Accessori,Schmuckstücke
ST_BoonDescriptions,EnduringVowDesc,+15 Max Stamina.,+15 pts d’endurance max.,+15 de vigor máximo.,+15 di forza massima.,+15 max. Ausdauer
ST_BoonDescriptions,FontOfLightDesc,+15% Angelic Grace Recovery.,+15 % de récupération de grâce angélique.,+15% de recuperación de Gracia Angelical.,+15% di recupero della grazia angelica.,+15 % Engelsgnade-Wiederherstellung.
ST_BoonDescriptions,RelentlessMomentumDesc,+20% Damage from Sprint Attacks.,+20 % aux dégâts infligés par les attaques effectuées en courant.,+20% de daño de ataques en carrera.,+20% di danni dagli attacchi con scatto.,+20 % Schaden durch Sprintangriffe.
ST_BoonDescriptions,OathboundArtsDesc,+20% Elemental Damage.,+20 % de dégâts élémentaires.,+20% de daño elemental.,+20% di danni elementali.,+20 % Elementarschaden.
ST_BoonDescriptions,UnyieldingPyreDesc,+25% Burning Duration.,+25 % de durée de brûlure.,+25% de duración de Quemadura.,+25% di durata di bruciatura.,+25 % Brenndauer.
ST_BoonDescriptions,EnduringRageDesc,+25% Enraged Duration.,+25 % de durée de rage.,+25% de duración de Enfurecido.,+25% di durata della furia.,+25 % länger Raserei.
ST_BoonDescriptions,VivisectionDesc,+30% Riposte Damage.,+30 % de dégâts de riposte.,+30% de daño de Estocada crítica.,+30% di danni da contrattacco.,+30 % Vergeltungsschaden.
ST_BoonDescriptions,SoulboundSorceryDesc,+5% Elemental Damage per 1000 Souls held (max +50%).,+5 % de dégâts élémentaires par groupe de 1 000 âmes détenues (+50 % max).,+5 % de daño elemental por cada 1000 almas que poseas (máx. +50%).,+5% di danni elementali ogni 1.000 anime possedute (massimo +50%).,+5 % Elementarschaden pro 1.000 gehaltene Seelen (max. +50).
ST_BoonDescriptions,SoulboundMightDesc,+5% Physical Damage per 1000 Souls held (max +50%).,+5 % de dégâts physiques par groupe de 1 000 âmes détenues (+50 % max).,+5% de daño físico por cada 1000 almas que poseas (máximo +50%).,+5% di danni fisici ogni 1.000 anime possedute (massimo +50%).,+5 % Physischer Schaden pro 1.000 gehaltene Seelen (max. +50).
ST_BoonDescriptions,RadiantFortitudeDesc,+50 Max Health.,+50 PV max.,+50 de salud máxima.,+50 di PS max.,+50 max. LP
ST_BoonDescriptions,DivineReservoirDesc,+50 Max Mana.,+50 pts de mana max.,+50 de maná máximo.,+50 di mana max.,+50 max. Mana
ST_BoonDescriptions,HealingHandsDesc,+50% Ally Revive speed.,+50 % de vitesse de résurrection d’allié.,50% de velocidad de resurrección de aliados.',+50% di velocità di rianimazione degli alleati.,+50 % Wiederbelebungsgeschwindigkeit für Verbündete.
ST_BoonDescriptions,RadiantFortitudeDesc_Dynamic,+{0} Max Health.,+{0} PV max.,+{0} Salud máxima.,+{0} di PS max.,+{0} max. LP
ST_BoonDescriptions,DivineReservoirDesc_Dynamic,+{0} Max Mana.,+{0} pts de mana max.,+{0} Maná máximo,+{0} di mana max.,+{0} max. Mana
ST_BoonDescriptions,EnduringVowDesc_Dynamic,+{0} Max Stamina.,+{0} pts d’endurance max.,+{0} Vigor máximo.,+{0} di forza massima.,+{0} max. Ausdauer
ST_BoonDescriptions,HealingHandsDesc_Dynamic,+{0}% Ally Revive speed.,+{0} % de vitesse de résurrection d’allié.,+{0}% de velocidad de resurrección de aliados.,+{0}% di velocità di rianimazione degli alleati.,+{0} % Wiederbelebungsgeschwindigkeit für Verbündete.
ST_BoonDescriptions,FontOfLightDesc_Dynamic,+{0}% Angelic Grace Recovery.,+{0} % de récupération de grâce angélique.,+{0}% de recuperación de Gracia Angelical.,+{0}% di recupero della grazia angelica.,+{0} % Engelsgnade-Wiederherstellung.
ST_BoonDescriptions,UnyieldingPyreDesc_Dynamic,+{0}% Burning Duration.,+{0} % de durée de brûlure.,+{0}% de duración de Quemadura.,+{0}% di durata di bruciatura.,+{0} % Brenndauer.
ST_BoonDescriptions,RelentlessMomentumDesc_Dynamic,+{0}% Damage from Sprint Attacks.,+{0} % aux dégâts infligés par les attaques effectuées en courant.,+{0}% de daño de ataques en carrera.,+{0}% di danni dagli attacchi con scatto.,+{0} % Schaden durch Sprintangriffe.
ST_BoonDescriptions,SoulboundSorceryDesc_Dynamic,+{0}% Elemental Damage per 1000 Souls held (max +50%).,+{0} % de dégâts élémentaires par groupe de 1 000 âmes détenues (+50 % max).,+{0}% de daño elemental por cada 1000 almas que poseas (máx. +50%).,+{0}% di danni elementali ogni 1.000 anime possedute (massimo +50%).,+{0} % Elementarschaden pro 1.000 gehaltene Seelen (max. +50).
ST_BoonDescriptions,OathboundArtsDesc_Dynamic,+{0}% Elemental Damage.,+{0} % de dégâts élémentaires.,+{0}% de daño elemental.,+{0}% di danni elementali.,+{0} % Elementarschaden.
ST_BoonDescriptions,EnduringRageDesc_Dynamic,+{0}% Enraged Duration.,+{0} % de durée de rage.,+{0}% de duración de Enfurecido.,+{0}% di durata della furia.,+{0} % länger Raserei.
ST_BoonDescriptions,SoulboundMightDesc_Dynamic,+{0}% Physical Damage per 1000 Souls held (max +50%).,+{0} % de dégâts physiques par groupe de 1 000 âmes détenues (+50 % max).,+{0}% de daño físico por cada 1000 almas que poseas (máximo +50%).,+{0}% di danni fisici ogni 1.000 anime possedute (massimo +50%).,+{0} % Physischer Schaden pro 1.000 gehaltene Seelen (max. +50).
ST_BoonDescriptions,VivisectionDesc_Dynamic,+{0}% Riposte Damage.,+{0} % de dégâts de riposte.,+{0}% de daño de Estocada crítica.,+{0}% di danni da contrattacco.,+{0} % Vergeltungsschaden.
ST_BoonDescriptions,RisingTempoDesc,"After 3 hits on a single Target within 3 seconds, you gain Rage.","Après 3 coups portés à une même cible en 3 secondes, vous gagnez de la rage.","Tras asestar 3 golpes a un mismo objetivo en 3 segundos, ganas Furia.","Dopo aver colpito un singolo bersaglio 3 volte entro 3 secondi, ottieni furia.",Nach 3 Treffern auf ein einzelnes Ziel innerhalb von 3 Sekunden erhältst du Wut.
ST_BoonDescriptions,FlurryOfBlowsDesc,"After 3 hits on a single Target within 3 seconds, you recover 15 Stamina.","Après 3 coups portés à une même cible en 3 secondes, vous récupérez 15 pts d’endurance.","Tras asestar 3 golpes a un mismo objetivo en 3 segundos, recuperas 15 puntos de vigor.","Dopo aver colpito un singolo bersaglio 3 volte entro 3 secondi, recuperi 15 di forza.",Nach 3 Treffern auf ein einzelnes Ziel innerhalb von 3 Sekunden erhältst du 15 Ausdauer.
ST_BoonDescriptions,FlurryOfBlowsDesc_Dynamic,"After 3 hits on a single Target within 3 seconds, you recover {0} Stamina.","Après 3 coups portés à une même cible en 3 secondes, vous récupérez {0} pts d’endurance.","Tras asestar 3 golpes a un mismo objetivo en 3 segundos, recuperas {0} puntos de vigor.","Dopo aver colpito un singolo bersaglio 3 volte entro 3 secondi, recuperi {0} di forza.",Nach 3 Treffern auf ein einzelnes Ziel innerhalb von 3 Sekunden erhältst du {0} Ausdauer.
ST_BoonDescriptions,RisingTempoDesc_Dynamic,"After {0} hits on a single Target within 3 seconds, you gain Rage.","Après {0} coups portés à une même cible en 3 secondes, vous gagnez de la rage.","Tras asestar {0} golpes a un mismo objetivo en 3 segundos, ganas Furia.","Dopo aver colpito un singolo bersaglio {0} volte entro 3 secondi, ottieni furia.",Nach {0} Treffern auf ein einzelnes Ziel innerhalb von 3 Sekunden erhältst du Wut.
